,0
2515,ssw27x-El-Puerto
2516,z25uez-GARDEN-CAFE
2517,aud3j8-Ideal-Cafe
2518,f2cg93-Kosem-Cafe
2519,50bcvf-Ice-Mar
2520,p8masx-ERDO-Izgara-Yemek-Salonu
2521,hxvrc0-Frambuaz-Patisserie
2522,t7xisz-GUnes-Firin-Plaza
2523,u8697h-hayat-et-mangal
2524,z0t97p-Halkin-Manav-Market
2525,eyohgo-Izmir-Zeyrek
2526,02cd0i-Grandd-Hookah-Lounge
2527,897xft-Haydarpasa-Kahvesi
2528,1wmden-Dalgiclar-Ekmek-ve-Pasta
2529,y98drq-Fatih-Emir-Sultan-Cay-Bahcesi
2530,vh0n6b-Dumankaya-Simit-Sarayi
2531,0yfmx6-Fidan-Cafe
2532,oaq18k-Es-Destina-Bahce-Evi
2533,9mua35-Ceylan-Kasap-Izgara
2534,8boxnw-Iftara-dogru
2535,zuyd89-grandpark
2536,fzze7d-Campones
2537,1ohli6-David-Joness-Coffee
2538,ft6wy9-Has-Paca
2539,cy3kvy-Damla-Bufe
2540,0h11af-Hanimeli-Restoran
2541,wkfcdz-Isparoz-Restaurant
2542,i88jl6-Fi-Joker-Cafe-Oyun-Salonu
2543,lnj6bx-Cafe-Spitz
2544,azugu6-Hosta
2545,omots0-Hotel-Monec-Teras
2546,ib4mvd-Dilruba-Restorant
2547,bkd8d4-Gul-Cafe
2548,hiiupe-Dua-Sofrasi
2549,wje488-Huseyin-Ozdilek-MTAL-Kantini
2550,obc3s2-gizem-cafe
2551,2jcrzt-Dostlar-Kokorec-Midye
2552,ndqubo-Caffe-Napoli
2553,mpi8h1-Gunaydin-Firin
2554,cuupp1-Dursunkoy-Cirakoglu-Et-Mangal
2555,g0we84-Cigerci-Ince-Mehmet
2556,jjsx57-Enfes-Hamburger-Makarna-Tost
2557,zinjpd-Inci-Kozde-Doner-Izgara-Cesitleri
2558,anltau-Evim-Doner
2559,aqi1pb-Eksioglu-Can-Kardesler-Kiraathanesi
2560,1qed82-Eksioglu-Unlu-Mamulleri
2561,wsfmz4-Gumus-Cafe
2562,pr7sdq-Gaga-Eskisehir
2563,88b3f0-imrahor-kahvesi
2564,8ts6on-Danna
2565,babgz0-ICE-MAR
2566,ok2bw3-Gullu-Kalfa-Pasta-Cafe
2567,u0w2rr-Cigerci-Esat
2568,otm0ab-Gizli-Bahce-Et-Mangal-Tuncay-Ustanin-Yeri
2569,8s70fw-Eski-Ev-Cafe
2570,ril7el-izoletta
2571,ejpu1o-Istisre
2572,sudek8-Eniste-Etliekmek
2573,779ec1-Gurme-Doner-Salonu
2574,5r8a7g-Eskisehir-Buyuksehir-Belediyesi-Halk-Ekmek
2575,2mfvny-italy7
2576,ngqcph-Coffee-Vienna
2577,p75e9y-dandik-cafe
2578,tvjpfa-Izci-Cay-Evi
2579,vq0u1y-GREEN-CAFE
2580,0s42z1-Dolce-Vita-Restaurant
2581,tpbg94-Engurucuk-Trabzon-Vakfikebir-Ekmek-Firini
2582,venxa6-Inci-Unlu-Mamuller
2583,q7jqwu-Dikili-Restaurant
2584,8zs7qr-Hub
2585,1ggnt7-Hisva-Han-Restaurant
2586,hxddmu-Cafe-Salvador
2587,0pf723-CAFE-TERRA
2588,tj92ar-Etobus
2589,sewx0g-Hemsin-Organik-Cay-Evi
2590,8d0c2g-Ezel-Unlumamuller-Pasta-Cafe
2591,abaarc-casadicaffe
2592,bv3k2s-Firinella
2593,0ygqej-Celal-Usta-Kebab-House
2594,5rmd7a-Caffe-Meet-PLUS
2595,udjhp5-Engin-Lokantasi
2596,tkgmvm-dorom-co
2597,n6fjse-class-cafe
2598,9qpujz-fevzipasa-seyhan-donerq
2599,ydt74h-Isildak-Kiraathanesi
2600,e4761v-Doy-firin
2601,skz672-ixir-cafe
2602,kmwj18-Gemlik-Ekmek-Sanayi
2603,r2wy15-Ilo-Meshur-Adana-Kebapcisi
2604,trcdnr-Degirmen-Cafe
2605,0qn11u-Gokas-Yemek-Uretim
2606,6miheu-Gozlemeci
2607,ajcotl-Erdem-Kebap-Doner-Salonu
2608,rrp1is-fuar-lokanta
2609,pwwuut-Cafe-Varil
2610,t9ngvp-Durumcu-Bedir-Usta
2611,2brthg-Hazar-Ekmek
2612,lsl1gp-Dag-Ocakbasi
2613,3f19ps-Deniz-Restarurant
2614,gms5fu-GASTO-Street-Local-Food
2615,zyetgz-Habbaz-Organik-Unlu-Mamuller
2616,fvzyj1-Figen-Yemek
2617,scoz3h-Kofteci-Muhsin
2618,ftpneo-Club-Asteria-Fish-Ala-Carte
2619,66c8cf-Dostlar-Nargile-Cafe
2620,qp9lhl-Deniz-Cafe
2621,vpeq3p-Cafe-Villa-Gurme
2622,ubu7tc-Firat-Durum
2623,by3gor-Evimiz-Restaurant
2624,balgls-Heybeliada-Deniz-Lisesi-Kolaylik-Tesisleri
2625,qye9wo-Gusto-Barbeque-Bistro
2626,61ylzj-Her-Dem-Ocakbasi
2627,f4dy2j-Halits-SteakHouse
2628,8k1u16-Hayal-Konagi
2629,urfnxi-Gulecoglu-Restaurant
2630,w4v8uu-Demlik-Cafe
2631,ry043l-Can-Ekmek
2632,yr8b31-Haci-Baki-Doga-Cafe-Bistro
2633,mok542-Edo-durum-cafe
2634,ae5k9y-Cafe-Pastavilla
2635,aec3en-Defne-Restaurant-Cafe
2636,dezgp8-Castelan-Cafe
2637,gqh3t8-Galata-Sahil-Kafe
2638,bfag6b-Hava-Lojmanlari-Kahveden
2639,had7wd-Hong-Kong-Restaurant-Bistro
2640,ey318q-Degirmen-Pastanesi-Tasdelen
2641,nckjgr-enistenin-yeri
2642,koh8r8-DilaRes-Restaurant
2643,mzf490-Garden-Silivri
2644,97hzvy-Erguvan-Cafe
2645,ix76tf-istanbul-Ortakoy-sahil
2646,gc1czv-Coskun-Restorant
2647,0k2obw-Gebetto
2648,w1x766-Eysan-Ocakbasi
2649,ipdove-Dikkat-ET
2650,s0bk8m-Herger-Pastanesi
2651,kj18rs-Doyum-Lokanta-Bufe
2652,4c8b2w-En-Bordo
2653,885dzt-Garden-Cafe
2654,rffudn-Hasan-Ustam-Ozluce
2655,3ek0wg-Cinaralti-Cafe
2656,xj40li-Galata-Et-Balik-Restaurant
2657,zukma8-Kofteci-Sevket
2658,5faudg-Eminonu-donercisi
2659,u7jmsp-Dokqa-Hisar-Cafe-Shisha
2660,6woomy-Dema-Park-Cangul-Borek
2661,p9kd5y-Huner-lokantasi
2662,6w17y5-Gonul-Duragi
2663,cej8ay-Dutlubahce-Kermes-Alani
2664,rbnsto-Galata
2665,se1q5g-Ebrar-Cafe-Pasta
2666,in0g24-Cafeluka
2667,b6jras-Destine-Hatun-Ogrenci-Yurdu-Kantin
2668,33r10d-Ekmekci-Gurme-Vaditepe
2669,50320j-Cundas
2670,ultyv7-Durak-Borek
2671,tywzj6-Deniz-Kumru
2672,rnrwht-Hero-Buffet
2673,esqiw0-Ferah-Durum-ve-Kebap
2674,86aavq-Istanbul-Simit-Doner
2675,9uci43-Delis-Burger-Grill
2676,4dca9w-Cuma-Pazari
2677,ups4us-Durumcu-Akin-Baba
2678,dttuqu-I-Matti-Restaurant
2679,rh1dlr-elit-Kucukyali
2680,p82nsy-Kofteci-Murat
2681,5xpua9-Durak-Cafe
2682,3lz4oe-Doga-Restorant
2683,bgjepx-Hadimkoy-Faruk-Gulluoglu
2684,zx6rco-Kosk-Ocakbasi
2685,zyamak-Divan-Otel
2686,mfskxl-Cafe-Rokh
2687,oboqlr-Huseyinler-Ekmek-Firini
2688,3t7mmi-Chicago-Lounge
2689,5hzkw4-Inceden-Meyhane
2690,ju251l-GuneSoGLu-Firin
2691,afv5m7-dutluk-durumcu
2692,qlpymo-Cura-Cigercisi
2693,f6udow-Daghan-Cay-Evi
2694,iimjhr-Dortel-Yemek
2695,dh4cb2-Emin-Ekmek-Pasta-Cafe
2696,emqul7-Febur-Cafe-Restaurant-Patisserie
2697,mu4g7z-Dostlar-Cafe
2698,j4b7v6-dikilitas-borekcisi-2
2699,olbqqy-Emre-kuruyemis-cigkofte
2700,an0cge-Ganyan-Cafe-Adana-Hipodromu
2701,ltoomx-English-Cafe
2702,g22qu1-Divan-Patisserie
2703,44d5u2-Chocnette
2704,jhukgu-Deniz-Restorant-Cafe
2705,tsithk-Golcuk-Nostalji-Cafe
2706,wif492-Firinci-Baba
2707,t6ftn5-Efsane-Cafe
2708,efq5ct-Can-Cafe-Restaurant
2709,2l1gam-Gurpinar-Livadi-Restaurant
2710,joshli-istanbul-kafe
2711,xx3ywt-Degirmen-Cafe
2712,9ot12j-ETK-KORAY-FIRIN-RESTORAN
2713,esigi0-Haktan-Cafe
2714,7pou5p-Greenland-Cafe
2715,8mjsxh-Corridor-Cafe-Nargile
2716,wvlnil-EspressoLab
2717,p4xgmv-HaM-HaM-Aperatif
2718,jyc8ut-Guleryuz-Etliekmek-ve-Kebab-Dunyasi
2719,2a8z77-Halic-Uykuluk
2720,t5j5x1-Golevi
2721,z3ig3a-eti-beyaz
2722,jj72kv-Hurmali-Ogrenci-Yurdu-Kermes-Alani
2723,pbhwnd-Club-Gunes-Garden-Hotel-Restaurant
2724,uk6m42-Hatiralar-Evi
2725,zx8lsl-Fatih-Katmer
2726,t87wmj-DEMLIK
2727,7lzlcd-Istanbul-Ticaret-Odasi
2728,1mn0g6-Ciftlik-Evi
2729,q952gd-Es-Doyum-Unlu-Mamuller
2730,junyek-Ekomini
2731,yno8ba-Helvacilar-Patisserie-Cafe
2732,8xb10x-Huseyins-Tea-Corner
2733,vi9wwx-Isli-Firin
2734,goay5x-Goksu-Market
2735,0eqd4t-Caney-Cafe
2736,ikia6k-Hilal-Doner
2737,lr5a53-Cigerci-Ibrahim
2738,8udo7d-Cengizin-Yeri
2739,ldjtdg-cennet-pide
2740,dv9abf-Camlibel-Restaurant
2741,60acra-Food-Hall-Bakery-Grab-Go
2742,ftvwmi-Ercin-Ciger-Hasan-Ustanin-Yeri
2743,z5jd6s-Jack-Jones-coffee
2744,hkm1ao-Just-Vitamin-Cafe
2745,dy1nd3-Fener-Unlu-Mamulleri
2746,g7qlua-Dinc-Pastaneleri-Esendere
2747,trs2h4-Happy-Moons
2748,lx7qie-Dilay-Marmara-Et
2749,292bx7-Comfy-Cadde
2750,goygn0-Gaziosmanpasa-serano
2751,wmh8ep-Izzgaramm-Kofte-ve-Et-Restauranti
2752,il98va-Duygu-Cafe
2753,rzcpm5-Cafede-Livada
2754,66bj86-Furkan-Doner
2755,7nn4pq-Gokmeydan-Kiraathanesi
2756,csqcyt-Gazi-niversitesi-Muzik-Kantin-Bahtis-in-Yeri
2757,vm6xy6-Florya-Sultan-Ahmet-Koftecisi
2758,qwk3l1-Desinler-Pub-Lounge
2759,olwbnz-inci-kebap
2760,6tk67v-Degirmen-Cafe
2761,ik93sq-HaanGar-Coffee-Bakery
2762,fcs7ge-Istanbul-Yelken-Klubu-Restorant
2763,y9mbet-Enberi-Cafe
2764,3u3gql-Dukkan-Cafe
2765,d84imw-Eymir-Havuzbasi-Restaurant
2766,2zzqrw-hizmet-pide-firini
2767,g63lkq-Guven-Et-Balik-Restaurant
2768,p2joo1-Eylul-Pastanesi
2769,2dx87y-Colak-Ibrahim-Kiraathanesi
2770,bj2vyf-ED-GA-Cafe-Rest
2771,uxop3e-HOT-STOP-Cafe-Damla-Petrol
2772,f5ksuu-Eyup-Usta-Ocakbasi
2773,7jybor-Cafeyokus
2774,4w43k8-Gulbahce-Cafe
2775,53c9pu-Geyik-Cafe
2776,3tf2yi-Harmantepe-Restaurant-Piknik-Alani
2777,l60b5y-Hayri-Pastanesi-Sariyer
2778,m6kizw-Esperro-Coffee-Ankara-Universty
2779,ybb7m2-Cengiz-Burda-Kokorec
2780,sx6lme-GRAND-CAFE
2781,t31s1r-Glamour-Restaurant
2782,nkbhun-Izol-Borek-Bahceli-7
2783,vkaznf-Gatik-restaurant
2784,qizxrv-Coskun-Pide-Ve-Borek-Salonu-Adem-Usta
2785,cd2212-Club-Med-Hotel-Restaurant
2786,4co8tn-Di-Ba-Cafe
2787,5z217v-Isa-Dayinin-Yeri
2788,4obxyq-Guven-Lokantasi
2789,r1wfdg-Cafees
2790,amyzt6-Funda-Ev-yemekleri
2791,t6rwtg-Ceylankent-Havuz-Kafe
2792,vcaaoc-Dayinin-Yeri
2793,bqdx04-In-Patio-Cafe
2794,16cs6c-Has-Unlu-Mamulleri
2795,o0qxbf-guzel-izmir-unlu-mamulleri
2796,a6fo6c-Hayatin-Sofrasi
2797,6vfxvd-Dino-Coffee
2798,ntm9fu-Gardenya-Cafe
2799,ji9pdd-Deryanin-Mutfagi
2800,kbzqoq-Dadas-Yemek
2801,r672tn-Gocmen-Borekcisi
2802,b0sfwn-Hunkar-Pide-Guvec-Pizza
2803,77xpsm-Incirlik-Unlu-Mamulleri
2804,mjm97l-Kosebaci-Damak-Tadi-Cafe
2805,7axwhj-gozlemeci-teyze
2806,6e85ka-Cavlaklar-Asma-Alti-Et-Ve-Balik
2807,e5zi1f-Egitimciler-Lokali
2808,r4s6p8-Canibou-Caffe
2809,gd9lx8-Diyar-Kadayif-Kunefe
2810,jzlc27-Elit-Cafe
2811,oh09nn-Kosk-Restorant
2812,5zl9ma-Hat-Doner
2813,e5jq69-DHMI-Egitim-Sosyal-Tesisleri
2814,l48kw6-Dalyan-Kiraathanesi
2815,8v1wlr-Hanim-Aga-Lezzet-Dunyasi-5-cadde
2816,g7suld-Gabo-Balat
2817,5agvfv-Garden-Sera-Cafe
2818,gclfnv-Efe-etliekmek
2819,j8h3i5-duman-kardesler-odun-ekmegi
2820,87oms7-Incek-Suites-Cafe
2821,zps3uw-Delicioso-Cafe-Restsurant-West-Blocks
2822,2h7edl-Hanedan-Firin-Kebabi
2823,qleq3o-Cesni-cafe
2824,nlcota-ChronoCafe
2825,msiwn3-Huzur-Sofrasi
2826,wppqgv-ibacafe
2827,ex6vya-Fenerbahcem-Koftecisi
2828,a574cj-Ege-Cesme-Restoran
2829,qmxghl-Dortyol-Kardesler-Et-Restoranti
2830,3ng1me-Erdem-Hastanesi-Kafeterya
2831,reupby-General-Sofrasi
2832,lu03qp-Dinc-Pastaneleri
2833,j3nsh3-Dramali-Kofte
2834,w2j4lb-Galiotte-Meyhane
2835,jaxf2c-HG-Sofra
2836,8vu4j1-CROSS-CAFE-DONUTS-COFFEE
2837,hy4no4-Engelsiz-Cafe-Park
2838,5nsdmr-Cig-kofteci-Sait-CAN-PILAV
2839,2kgt81-Gul-Pastanesi
2840,f9390r-Donerci-Abdullah-Abi
2841,j489nm-Etpi
2842,8ge0rd-Icmeler-Dortyol-Cafe
2843,i0q4o7-Hancioglu-Antep-Mutfagi
2844,hb2vik-Doner-Dunyasi
2845,giccta-derya-abla-kebap
2846,qj2sjr-Halil-Ibrahim-Sark-Sofrasi
2847,sg0p2h-Cigerci-Gokhan
2848,74w29a-Halit-Pasa-Konagi
2849,sybr24-Cafe-Sporcular
2850,iz7hps-deniz-butik-Cafe
2851,7kuxif-Elysion-Cafe
2852,f0d4tm-Destan-Kofte
2853,6luhjl-Hanimkoy
2854,cagnf8-Esenler-Pide
2855,4e8eq5-Cigkofteci-Erolun-Yeri
2856,7fijdj-Gizli-Bahce-Ekin-Cafe
2857,wewyl9-Dostlar-Besin-Ciftligi
2858,tstchw-Ilayda-Bufe
2859,kot8x0-Durumcu-Dayinin-YERI
2860,gftbgt-Halk-Ekmek
2861,l9f182-Islamoglu-Ltd-Sti
2862,ryjke0-Ihsan-Kebap-Yeditepe
2863,5pq0uq-Coffee-Gusto
2864,w2cqx1-Fbo-Camlik-Park-Cafe-Restaurant
2865,tohtu3-Etci-EREN
2866,5vgsza-Elma-Sekeri-Cafe
2867,1nwgao-Istasyon-1896
2868,oo0xjf-Deniz-Kizi-Restaurant
2869,pbantb-Ciftyildiz-Park-Barnies-Cafe
2870,vbe0yx-Ekmek-Teknesi
2871,54tpjq-Gollooglu-Bici
2872,uvglli-Hakan-restaurant
2873,syv45k-Columbus-Cafe
2874,2rbmw4-Evka-2-Son-Durak-Kofteci-Tarik-Usta
2875,qnjqs7-Gola-Tat-Firin-Cafe
2876,wv7bfc-etiler-mahal-tatlises
2877,lkqhyl-Halil-Ibrahim-Sofrasi
2878,u0yiy7-Gar-Kahve
2879,1vq2oe-Hard-Rock-Cafe-BGM
2880,1yj1mt-Kofteci-Kadir-Dayinin-Yeri
2881,hypwzm-HUZUR-CAFE
2882,9znumd-DIVANS-KEBAP-MEHMET-USTA
2883,e1t5xv-Kosem-Cafe
2884,tybkm0-Henry-Jones
2885,ucxkzv-Gurme-Osmanli
2886,69j8ug-Hacioglu-Restaurant
2887,8qv4lt-Ihlara-Cafe
2888,f6e208-Club-Cafe
2889,363926-Isiklar
2890,s2qzqi-cay-istiyommmm-cayyyy
2891,92is97-Elite-Patiserrie-Residence
2892,8odyc3-Des-Cafe
2893,nree2g-Gold-Time
2894,qnl9i3-Cennet-Kahvesi
2895,e8hsjr-Dilek-Kafe
2896,5cmlwr-Gencler-Unlu-Mamulleri
2897,ffim3l-Empati-Cafe
2898,2ficba-Es-Es-Kokorec
2899,hnlaqi-Ekmekci-Gurme
2900,rit2k5-Caglayan-Park
2901,dhflrn-genc-muhabbet-cafe
2902,isfo5s-COFFE-LATTE
2903,91oej2-Gorukle-Giybet-Caffe-Shop
2904,jcn6i8-Havuzlu-Kiraathanesi
2905,mjyt2y-Hanzade
2906,ue20q6-jandarma-sosyal-tesisleri
2907,hfm1ln-Gursu-Pastanesi
2908,jy7dt1-Cardak
2909,0l2e7l-Elif-Cafe
2910,ebmrep-Hurrem-Unlu-Mamuller
2911,3i557r-Golge-Cafe
2912,3f0k9y-Ece-Balik
2913,kcg3g1-Hayal-Cafe
2914,emoe6w-Falez-Manzara-Cafe-Bistro
2915,otzemq-Ecrin-Cigkofte
2916,ofn0qb-Can-Ciger-Durum
2917,hk8f2m-Gece-Pilavcisi-Reco
2918,1b17t4-Harvest-Cafe
2919,lv096k-Halamin-Evi
2920,pa4uet-durak-cafe
2921,psv2rv-Gaziemir-Imkb-Kiz-Teknik-Ve-Meslek-Lisesi-Yiyecek-Icecek-Atolyesi
2922,rl5ugs-ekrem-usta-paca-corba-beyran-salonu
2923,516570-DSI-TAKK-Dairesi-Baskanligi-Kafeterya
2924,5x3xwg-Ergun-Bufe
2925,75m5yt-Cookshop
2926,alexn9-Expo2016-Bodrum-Balik-Restaurant
2927,6yv3ns-Gemsaz-koruma-gelistirme-dernegi-lokali
2928,3nenk4-Gokmeydan-Kuruyemis
2929,m114p8-Etem-starboxx
2930,madqsv-Enfes-Kurabiye-Firini
2931,2hdxpl-DA-FIRIN-CAFE
2932,8kqsrn-Cafe-Sis
2933,n26j1h-Firin-Kervan-Cafe
2934,sw9wpv-For-You
2935,zkoo6k-Cafe-Seans
2936,csns82-Hunerli-Usta-Ekmek-Firini-Ve-Restauranti
2937,phmeo0-Gar-Restaurant-Mythos
2938,u7e0kh-DSI-Sosyal-Tesisler
2939,li8nl4-Eskici-Cafe
2940,jkvvke-Doga-Et-Evi
2941,frx09t-Guldeniz-Cafe
2942,zyi8nn-ekol-patisserie
2943,nhft63-Caffee-Corner
2944,ld62dj-Fatih-Bakkal
2945,sgglzy-Degirmen-Cafe
2946,a9sxnd-dikkaldirim-Adem-Kokerec-Sucuk
2947,ytg74i-Foresta-Ev-Kafe
2948,6r5oyz-Halebi-Patisserie
2949,2vql0a-Hatir-Kahvesi
2950,90jz70-Diyet-Kapimda
2951,th5mw1-Hasret-Simit-Salonu
2952,bw3rtp-Giybet-Ankara
2953,fjour6-Fulya-Mis-Doner
2954,argmjl-esila-pasta-cafe
2955,42dwoh-cafeevim
2956,ixb135-Cigerci-Husamettin-Usta
2957,u4cr12-Ertas-Lokantasi
2958,fsc3wj-Elma-Cafe-Astel
2959,1ycogi-Dayinin-Yeri-Kokorec
2960,eaqkce-Fatma-Baci-Ev-Yemekleri
2961,eicljh-Hamur-Baba
2962,k7bfdb-Huseyingazi-Son-Durak
2963,rd7li0-Elif-Cafe
2964,vl74vj-Dilek-Cafe
2965,ammjc9-Hismanlar-Borek-Rest-Cafe
2966,fx1996-Emirgan-Fokur-Keyf
2967,5e5ylj-Huzur-Cafe
2968,odyv0x-Duduzar-Turistik-Tesisleri
2969,ep6v8p-Istanbul-Sultanbeyli-ayisigi-cafe
2970,hz9a8l-Cinar-teras-bar
2971,gowi2m-Hermit
2972,gbhel1-Coffe-Cup
2973,2by7e8-Frenk-by-Chef-G
2974,0rs9j8-gunay-borek-ihlamurkuyu
2975,bjpfll-Hatay-Sofrasi
2976,ri644l-Evin-Pasta-Cafe-Salonu
2977,0bc47d-Goca-Yoruk-Dondurma
2978,5lr4sq-Golpark-Restaurant
2979,enlcfv-Degirmen-Cafe
2980,pi8vpg-Esentepe-Ekmek-Ve-Unlu-mamulleri
2981,cd1tql-Findikli-Vice-Kultur-Ve-Dayanisma-Dernegi
2982,8pn0ko-Doner-Chi
2983,3kvy7a-incirli-caffeemania
2984,vdkty5-Caffe-De-La-Blue
2985,iok9m4-Er-Cay-Bahcesi
2986,018pla-Fevzihoca
2987,udi4tu-Gulbahce-FIRINI-Burak-Celen
2988,s6184s-inci
2989,j9on4r-fanatik-izgara
2990,xsg27e-Hadirli-Umut-Restaurant
2991,5yvkwk-Dev-Salincak
2992,uvmzed-Elvankent-Sevgi-Sofrasi
2993,ywcazb-Hidiv-Kasri-Konkav-Salon
2994,r00pa9-Guleryuz-Tatlicisi
2995,s9jw1h-Kofteci-Aco
2996,c2hni0-Dogal-Lezzet-Pastanesi
2997,8jm5bu-Ferdi
2998,2j85qu-Efsane-Durumcu-Habib-Usta
2999,xwfn2m-Hatay-Lezzetleri-by-Home-Cake-Pop-Up-Restaurant-at-Eataly
3000,jtpd06-Gul-Doner
3001,v45ghz-Ercan-Steakhouse
3002,v18s2e-Gunay-Kurumsal-A-S
3003,rp6j0i-Demir-Cafe
3004,zvgtxk-Happy-Swiss
3005,9f8x4o-Istinye-Istek-Firin
3006,35r78j-Coffee-Company
3007,v3c80t-Cemre-Market
3008,dkakns-Fizz-Beach
3009,2kwrj2-Flamingo-Restaurant
3010,2kb7z1-Dolunay-Kokorec
3011,n1tgxs-Cookie-House
3012,9ahv67-Has-Simit-Evi-Imalathane
3013,nj2o3i-Giritli-Elini
3014,rp0rn3-Foga-Pastahanesi
3015,diuttx-Kosem-Bufe
3016,e64xia-FOX-TV-KANTIN
3017,yg4v8m-gonulkahvesi
3018,zdvaxy-Cilgin-Hacinin-Gayfesi
3019,5teq84-CafeDE
3020,c7e9b2-dusiko-restaurant
3021,1m1mad-Harmoni-Mutfak-kahve
3022,4ddjpq-Eflatun
3023,8pg1s4-Durum-Evi
3024,kwj8md-Gokhannin-Yeri
3025,9wn083-durumcu-bulent-usta
3026,ub2g34-Dumankaya-Yenisehir-Evleri-Sosyal-Tesisi-2
3027,grd1cp-Ceylan-Pilic
3028,rxh8co-Dejavu-cafe
3029,9put2b-Ciger-Sofrasi
3030,9lppho-Eski-Tabakhane-Cigercisi-Yener-Usta
3031,ynm3ve-Inozu-Vadisi-Zindancik-Restoran
3032,24zbh5-INCEK-ADEN-CAFE-BISTRO
3033,hcvq2w-Hayal-Cafe
3034,bnotvi-Erol-Bufe
3035,9xhf86-Kosem-Lezzet-Duragi
3036,5qo5kx-Dilim-Borek
3037,2cf6iv-Ideal-Fast-Food
3038,wt63mv-Coffeen-Time
3039,4lgsb5-Ceylan-Bufe
3040,afupbo-Cafe-Renk
3041,pem4jr-Istanbul-Cafe
3042,oms1l0-Kosem-Kiraathanesi
3043,gikuoy-Gumusyaka-Paris-Cafe
3044,o6c3zh-Canciger-Aile-Kebap-Salonu
3045,ozn7e4-Firin
3046,fdxk9u-Elifimbufe
3047,5cz58j-Cezve-Kahve
3048,j61m00-Etien-Bursa-Kebap
3049,g4g6g5-Cafemiz
3050,uhrez3-Dr-Kokorec
3051,yhaop8-Corneilla-Deluxe-Nazar-Restaurant
3052,19wp28-Extrem-Park-Lounge
3053,lxee3r-Ciftnal-Corner
3054,w5b9dw-Divan-Otel-Kis-Bahcesi
3055,vtn7c6-gorkent-ekmek-firini
3056,2a8q1w-Emirin-Yeri
3057,pqlw56-Can-Ev-Yemekleri
3058,lxhev4-Gazozcu-Beyazit-Alacati
3059,cjxjf2-Ispiroglu-Borek-Pide
3060,4tuiot-Gumuskaya-Tas-Firin
3061,uyf6o3-Cara-Cafe-Lounge
3062,irv4rh-durumcu-vedat-abi
3063,ch509r-Elizi
3064,nmf2cl-Dumanti-Dunya-Mantilari
3065,4l84v9-Firuze-Kahvalti-Kahve
3066,egf7hi-Hur-Yuvam-Ev-Yemekleri-Cafe
3067,2fo2fp-Ercan-Cay-Bahcesi
3068,80wojo-Dumanlikaya-Mesire-Alani
3069,0dv5sq-Gonultas-Cafe
3070,msw3vm-Havuzbasi-Cafe
3071,0fjo0s-DENIZ-CAFE-DONDURMA
3072,s8dvq7-Clarion-Cafe
3073,1x63cx-Ipek-Firin-pasta-ekmek
3074,u6dchc-Coskun-Kiraathanesi
3075,lpkh0n-Ezir-Cafe
3076,uqnqbv-Chef-Borek
3077,9h5sif-Hacegan-Restaurant
3078,3jlqg5-HasBahce-Cafe
3079,vogs7q-Cancekti-Izgarali-Kasap
3080,lyetxo-Gencerler
3081,ebvglr-Espet-Kafeterya
3082,thv0yr-Elif-Pide-Borek-Cafe
3083,rv1v9p-Huzur-Cafe
3084,ffujie-Gokas-Catering
3085,jepike-Fethi-Yilmaz-Sezer-Kantin
3086,mua8k5-daisy-cafe
3087,sy8lfx-Gizli-Cafe
3088,o6u3ag-Enfes-Cafe
3089,sgpgob-Gazi-Baba-Meyhanesi
3090,hr2tzo-Emre-Bilardo-Cafe
3091,q8qo6i-Gunes-Gozleme-Sikma
3092,d9b0mf-Hopofis-Concept
3093,wonc1b-DELI-EMININ-YERI
3094,zta0m1-Cerenim-Lokantasi
3095,f6gcha-ET-VE-BALIK-sut-KURUMU-EYUP-MAGAZASI
3096,c61fxp-Charleston-Worldcuisine
3097,7vyanz-Gurler-Unlu-Mamulleri
3098,swqc7h-Damak-Cafe
3099,jga6t0-Hulusi-Et-Mangal-Dag-Evi
3100,ucxqsh-Carre-Bistro
3101,smxncr-Doydos-Burger
3102,6d43vo-freddocafe
3103,m48bj1-El-Patron-Cafe
3104,duhov9-Emek-Kiraathanesi
3105,4y06no-Hacet-Yufka
3106,exu5hj-Can-Kasap-Ve-Izgara
3107,v9s7bz-Icki-Masasi
3108,71k3by-Et-lik-Mangal
3109,9u1hv2-Gumuldur-Bilgin-Bulent-Kilic-Anadolu-Lisesi-Kantini
3110,jb5e1r-Hatay-Sofrasi
3111,1baw62-Durak-Bufe
3112,bzwujc-Istanbul-Coffee
3113,9t8i7u-Dumankaya-Konsept-DBack-Cafe
3114,otjgre-Eftalia-Marin-Pattiserie
3115,jeadss-Gazisehir-Kiraathanesi
3116,lz21b5-Gulumoglu-pastanesi
3117,9h37sb-Dilek-Pasta-Cafe-Restaurant-Delta-Deluxe
3118,pap95j-Guvercinlik-Ekmek-ve-Unlu-Mamuller-Firini
3119,yqonx9-Kosk-Teras
3120,1p4trr-Green-Park-Restoran
3121,vhtop0-Eskisehir-Ibn-i-Sina-Kyk-Kiz-Ogrenci-Yurdu-Yemekhanesi
3122,0u1miq-Cafe-Yakut
3123,apbr1n-Cafe-Retro-House
3124,w98nsy-Kosebasi-Kokorec
3125,jxg93i-Gram-Merkez-Ussu
3126,jbaxqf-Casa-Dell-Arte
3127,yrwzue-Choco-Nette-Bistro
3128,aplz3g-dogankoy-caliskan-kiraathanesi
3129,e8n5ji-Kosedeki-Firin-Cafe
